영상제목,URL,향수_이름,향수_name,향수_notes,향수_설명
숨은 원석 같은 향수 브랜드 발견!💙 페사드(pesade) 향 추천🏇,https://www.youtube.com/watch?v=ZxcGNvqBHe0,페사드 인 하인드사이트,In Hindsight Pesade,"Rasberry, Rose, Musk, Peach, Geranium, Lily, Orchid, Sandalwood, Guaiac wood, Amber","이 향수는 내 몸에 마고 뿌리고 싶은 향수라고 표현하고 싶어요. 달콤한 샴푸향 같다를 외쳤어요. 라즈베리와 복숭아, 그리고 장미, 백합으로 만든 샴푸 같은 향이 나고, 시간이 지나면 아주 폭닥한 파우더리 머스크향으로 마무리가 돼요. 잔향은 포근한 꽃비 같은 느낌으로 마치 장미빛 비누 위에 자스민과 백합 같은 꽃잎을 촘촘히 쌓아 올리고 복숭아 과즙이 라즈베리 향 샴푸를 짜서 뿌린듯한 향이라고 느껴집니다."
숨은 원석 같은 향수 브랜드 발견!💙 페사드(pesade) 향 추천🏇,https://www.youtube.com/watch?v=ZxcGNvqBHe0,페사드 언 언신,An Unseen Pesade,"Neroli, Cetalox, Musk, Mandarin Orange, Pine Tree, Rose, Clobe, Petitgrain, Helioatrope, Oakmoss, Elemi, Musk","순백의 네롤리 향이 지배적인 향인데요, 뿌리자마자 클로브 소나무 같은 쾌청한 향도 느껴져서 봄이나 여름처럼 화창한 계절을 떠올리게 합니다. 부드러운 머스크향과 함께 다가와요. 눈부신 햇살이 쏟아지고 온도가 정말 따스해서 몸과 마음이 몽롱해지는 유리 온실에 들어온 기분이 듭니다."
숨은 원석 같은 향수 브랜드 발견!💙 페사드(pesade) 향 추천🏇,https://www.youtube.com/watch?v=ZxcGNvqBHe0,페사드 드 누드,De Nude Pesade,"Iris, Leather, Sandalwood, Cardamom, Ylang-Ylang, Jasmine, Pachouli, Vetiver, Musk, Benzoin, Guaiac wood, Cedar","처음에 딱 뿌리자마자 쌉쌀하고 매콤한 카다몸 향이 후각을 훅 자극시켜 그리고 곧바로 가죽 향이 풍부하게 발행되고 아이리스와 패출리 등의 흙묻은 식물 향이 함께 이어집니다. 베이스 노트에서는 베티버, 머스크, 가이아, 구드, 샌다로드, 시더우드 등의 다양한 우디 머스크향이 자신의 존재감을 자랑해요. 이 향을 맡으면 따뜻하면서도 건조한 사막의 모래가 떠오르기도 하고, 이국적인 나라의 빈티지샵에서 구입한 오래된 양탄자가 있는 듯한 향일 것 같다라는 생각도 들었습니다."
숨은 원석 같은 향수 브랜드 발견!💙 페사드(pesade) 향 추천🏇,https://www.youtube.com/watch?v=ZxcGNvqBHe0,페사드 오우드 블론드,Oud Blond Pesade,"Davana, Musk, Oud, Nutmeg, Taif rose, Geranium, Cardamom, Coriander, Chypress, Pachouli, Guaiac wood","이 오우드 블론드 향은 다바나, 머스크, 오우드 향이 어우러진 플로르 머스크, 우디 머스크 향이에요. 매콤달콤한 넉백과 카다멈, 고수 같은 향신료도 곁들여져 아로마틱한 느낌을 선사합니다. 전체적으로 묵직한 오우드 향이 나는데, 굉장히 품미 있는 이미지가 듭니다."
시선강탈 제니 향수🐣신상 탬버린즈 향수 ‘에그 퍼퓸’ & 모든 향 리뷰,https://www.youtube.com/watch?v=hP2IfKp_yL8,탬버린즈 펌킨,Pumpkini Tamburins,"Bergamot, Perila Leaf, Blood Orange, Pumpkin, Ginger, Coconut milk",화이트 펌킨이 진저를 넣어서 만든 펌킨 케이크가 떠올랐습니다. 그 펌킨 케이크가 당도는 아주 낫고 질감은 퐁신퐁신 스펀지 케이크일러스트 본 정말 독특하고 여기에서만 맡아본 향이라서 인상 깊었어요. 보통 펌킨 스파이시 계열은 엄청 달달하고 꾸덕한 느낌인 경우가 많는데 이거는 신기하게도 청초한 이미지입니다. 향수의 탑 노트에는 그 차조기 잎이랑 블러드 오렌지가 약간 푸르고 프레쉬한 바이브를 만들어 줘서 그렇게 청초한 느낌으로 포문을 여는 거 같아요. 잔향에서 부드러운 코코넛 향이랑 샌다로드 머스크 향이 남는데요. 이 코코넛 향이 진짜 코코넛 생 과일의 과육에서 날법한 향이라서 잔향까지 좀 여운을 남기죠. 그래서 이 펌킨이 처음부터 끝까지 정말 오묘한 잔상을 만들어 주는 향수다라고 표현하고 싶어요.
시선강탈 제니 향수🐣신상 탬버린즈 향수 ‘에그 퍼퓸’ & 모든 향 리뷰,https://www.youtube.com/watch?v=hP2IfKp_yL8,탬버린즈 우드 솔트 비치,Wood Salt Beach Tamburins,"Rosewood, Bergamot, Seasalt, Marine, Ambret seed, Cedarwood Atlas, Amberwood, Gursum Balsam, Musk",햇살에 물든 에메랄드빛 바다와 숲에 경계에서 불러오는 시원한 바람을 떠오르게 하는 향수입니다. 처음에 뿌리자마자 짭짤하고 시원한 바다향이 확 나고요. 달콤한 로즈우드 향이랑 베르가모 향도 청량하게 곁드려 졌습니다. 그리고 뒤어서 시도 우드와 머스크가 포근하게 향을 감싸 안아 줘서요 처음에는 프레시하게 시작하지만 시간이 지날수록 조금 무게감 있게 마무리돼요. 짭짤한 바다향이 나는 향수인 하지만 막 비릿한 느낌은 전혀 없기 때문에 웨어러블하게 사용할 수 있을 법한 향수고.
시선강탈 제니 향수🐣신상 탬버린즈 향수 ‘에그 퍼퓸’ & 모든 향 리뷰,https://www.youtube.com/watch?v=hP2IfKp_yL8,탬버린즈 베이더인 더 레이크,Bather in the lake Tamburins,"Clarly Sage, Lavender, Mugwort, Incense, Water, Moss, Amber, Musk",정적인 느낌의 향입니다. 고요하고 잔잔한 향이죠. 그 동이 트기 직전에 살짝 어스름한 새벽에 나 혼자서 숲을 걸어가고 있는듯한 기분이 드는 아주 자연적이고 그리너리한 향입니다. 쌉사름한 쑥 향기가 꽤 나고요. 촉촉한 이끼도 느껴지고 클라리 에이즈와 라벤더와 같은 향긋한 허브향도 납니다.
시선강탈 제니 향수🐣신상 탬버린즈 향수 ‘에그 퍼퓸’ & 모든 향 리뷰,https://www.youtube.com/watch?v=hP2IfKp_yL8,탬버린즈 솔티 바닐라,Salty Vanilla Tamburins,"Lemon, White Pepper, Salt, Sage, Sand, Vanilla, Cedarwood, Sandalwood",달콤한 바닐라 향이랑 크리미한 샌드로드 향이 나는데 그게 맛있 는 간식 같은 장르가 아니라 드라이한 향이더라구요. 마치 햇볕에 따뜻하게 되어진 모래사막에 누워 가지고 내 살결에 닿는 포근하고 부드러운 모래를 느끼고 있는듯한 기분이 듭니다. 그리고 거기에다가 짭조름한 솔티 향이랑 상큼한 레몬향 그리고 톡톡 튀는 후추의 향도 있는데요.
시선강탈 제니 향수🐣신상 탬버린즈 향수 ‘에그 퍼퓸’ & 모든 향 리뷰,https://www.youtube.com/watch?v=hP2IfKp_yL8,탬버린즈 브라운,Brown Tamburins,"Grass, Olibanum, Rose, Mahogany, Amber, Pachouli, Oakwood",마호가니의 우아하고 부드러운 색에서 영감을 받은 향입니다. 살짝 스파이시한 향이 감이 된 깊고 풍부한 우디향이 나고 향 전체에 따스함을 더해 주는 역할을 해 줘요. 그리고 그런 마호가니에 섬세한 장미향도 더해줬고 따뜻한 엠버와 패출리 오크 우드도 더해져서 이 향수는 우디향 러버에게 추천하고 싶어요.
시선강탈 제니 향수🐣신상 탬버린즈 향수 ‘에그 퍼퓸’ & 모든 향 리뷰,https://www.youtube.com/watch?v=hP2IfKp_yL8,탬버린즈 레이트 어텀,Late Autumn Tamburins,"Galbanum, Buku, Sugar cane, Artemisia, Cedarwood, Musk",가볍게 바람에 흔들리고 있는 사탕 수수밭의 아슬한 플레음 표현한 향수입니다. 미국이나 호주 같은 나라가 보면 드넓은 돼지 있고 하늘 엄청 청명하고 그리고 마음껏 잘한 나뭇잎들이 있는 그런 장소 있잖아요. 그런 장소에 딱 간듯한 기분을 느끼게 해주는 향이에요.
시선강탈 제니 향수🐣신상 탬버린즈 향수 ‘에그 퍼퓸’ & 모든 향 리뷰,https://www.youtube.com/watch?v=hP2IfKp_yL8,탬버린즈 볼드 시트러스,Bold Citrus Tamburins,"Blood Orange, Mandarin, Bitter Orange, Violet Leaf, Musk, Ambret seed, Sidelial, Senna tora",비터 오렌지 만다린 블러 오렌지 요런 시트러스 향으로 경쾌하게 시작을 하는데 시간이 지날수록 좀 고소한 향도 나고 얼씨 향도 나서 독특한 향취를 만들어냅니다. 이 향수에서 A 시트러스는 뭐 마냥 달달하고 상콤하게 한게 아니라 과일 껍질의 씁쓸함이 더 많이 느껴지는 시트러스입니다.
"시원상큼, 반전매력, 유니크...💝선물하기 좋은 봄~여름 향수 추천",https://www.youtube.com/watch?v=XWCHn15VK90,샤보 카프리스 드 줄리,Caprice de Julie Chabaud Maison de Parfum,"Fruity Notes, Ozonic notes, Blueberry, Blackberry, Watermelon, edelweiss, Musk, Sandalwood","숲에서 따온 블루베리로 만든 스무디향이라고 하고 싶습니다. 뿌리자마자 블루베리 향이 나는데요, 그냥 과일 단내만 나는게 아니라 뭔가 숲을 거닐다가 발견한 블루베리를 직접 수확하고 있는 기분이 들게 만드는 그리너리함도 섞여있는 프리티함입니다. 거기에 과즙이 가득한 블랙베리랑 수박 향기도 같이 나요. 그래서 마치 신선한 여름 과일들을 직접 갈아서 만든 스무디를 마시는 듯한 느낌이 들죠. 게다가 알프스 산맥에서 피어나는 에델바이스 꽃향기도 터치가 돼서요. 전반적으로 시원한 하늘색의 연상이 되는 쿨한 향이다라고 느꼈습니다. 근데 이 향수가 잔향에서 약간 반전되요. 베이스 노트에 있는 머스크와 샌다로드 향이 꽤나 포근하거든요. 그래서 친구들이랑 같이 블루베리를 따보기도 하고 에델바이스 꽃을 보면서 알프스산의 풍경을 상상해 보기도 하고 시원한 수박을 맛보기도 하면서 즐겁고 활기찬 시간을 보내다가 저녁이 돼서는 포근하고 안정감 있는 곳에서 도란도란 이야기를 하면서 하루를 마무리하는 듯한 그런 모습이 연상이 돼요."
"시원상큼, 반전매력, 유니크...💝선물하기 좋은 봄~여름 향수 추천",https://www.youtube.com/watch?v=XWCHn15VK90,샤보 카프리스 드 소피,Caprice De Sophie Chabaud Maison de Parfum,"Red Apple, Mandarin Orange, Lemon, Raspberry, Freesia, Jasmine, Vanilla, Sandalwood, Musk",마치 이제 막 씻고 나와서 머리카락이 촉촉하고 좋은 향기를 풍기고 있는 여자친구를 딱 만났을 때 향기 같거든요. 초반에는 생기발랄한 시트러스 플로러 향인데 잔향으로 갈수록 차분하고 동량적인 샌달우드 머스크향으로 마무리가 돼서요. 이것 역시 반전 매력을 느낄 수 있는 향수죠.
"시원상큼, 반전매력, 유니크...💝선물하기 좋은 봄~여름 향수 추천",https://www.youtube.com/watch?v=XWCHn15VK90,샤보 카프리스 드 마리,Caprice De Marie Chabaud Maison de Parfum,"Black Currant, Pineapple, Pear, Peach, Caramel, Musk, Natural Vanilla, Patchouli",은방울꽃과 패출리 향이 도드라지는 섬세한 플로럴의 향수라서 지적이고 중성적인 이미지를 자아내고요. 많이 달지 않은 은은한 바닐라향으로 마무리가 된답니다.
"시원상큼, 반전매력, 유니크...💝선물하기 좋은 봄~여름 향수 추천",https://www.youtube.com/watch?v=XWCHn15VK90,메종 크리벨리 로즈 살티폴리아,Rose SaltifOlia Maison Crivelli,"Rose, Sea water, Sea Salt, Seaweed, Musk, Sand, Pink Pepper, Woody Notes",바닷바람을 맞은 장미 들판의 향기라고 할 수 있습니다. 탁 트인 해변의 온듯한 청량한 바다향이라 맑은 장미향 그리고 약간의 짭조름함 거기에다 톡 쏘는 핑크페퍼와 블러드 오렌지향까지 다채롭게 느껴지는데요. 이 모든 양조들이 아주 조화롭게 어우러져서 마치 내가 해변가에 있는 장미정원을 산책하고 있는듯한 그런 착각을 하게 만듭니다.
"신상 향수 3가지🔥포카리스웨트 향부터 아쿠아디파르마, 입생로랑까지💙",https://www.youtube.com/watch?v=zYWwXmAdWUo,아쿠아디파르마 루체 디 로사,Luce di Rosa Acqua di Parma ,"Pink Pepper, Black Pepper, Bergamot, Mandarin, Cardamom, Bulgarian Rose, Geranium, Guaiac Wood, Vetiver, Cedar, Musk","스파이스 우디 향이 섞인 로즈 향입니다. 루체디 로사는 뭔가 흙밭에 뒷분 장미에 스파이시 향료를 이렇게 툭툭툭툭 뿌린 것 같은 향입니다. 딱 뿌리자마자 새콤한 시트러스 향이랑 블랙 페퍼 핑크 페퍼 카다멈 등의 톡소는 향신 요양이 같이 나는데요. 레몬이나 귤같은 과즙 향과 스파이시함이 거의 비슷한 비율로 느껴져서 너무 시트러스하게 발랄한 느낌도 아니고 너무 스파이시에서 좀 어렵고 다크한 느낌도 아니에요. 프레시하면서도 우아하다 는 인상을 주고요. 메인 양조인 불가리아 로즈 향이 쭉 이어지는데, 베이스노트에 있는 가이아 고드 시더우드 베티버 머스크 이런 향조를 덕분에 확실히 자양을 우디입니다."
"신상 향수 3가지🔥포카리스웨트 향부터 아쿠아디파르마, 입생로랑까지💙",https://www.youtube.com/watch?v=zYWwXmAdWUo,입생로랑 리브르 플라워 앤 플레임,Libre Flowers & Flames Yves Saint Laurent,"Lavender, Bergamot, Orange Blossom, Coconut, Lily, Palm Tree, Vanilla","달콤한 화이트 플라워 향이랑 라벤더 향이 나면서, 잔 양에서는 바닐라와 엠버 그리스의 포근함이 남아요. 스윗한 오렌지 블라섬 자스민 향이랑 중성적이면서도 산뜻한 라벤더 향이 공존하고 있다는 거거든요. 그 라벤더 향이 우리가 생각하는 아로마 오일 같은 그런 자연적인 허브 향은 아닌 거 같아요. 그냥 그 향수 전반에 약간의 중성적인 신선함을 더해주는 역할 딱 그 정도 역할을 하는 라벤더 향이고, 리브르는 향수가 사탕처럼 막 달달해서 먹고 싶어 요런 느낌 아니고 럼 순수하고 꽃밭을 뛰어다니는 여자 향수예요."
"신상 향수 3가지🔥포카리스웨트 향부터 아쿠아디파르마, 입생로랑까지💙",https://www.youtube.com/watch?v=zYWwXmAdWUo,오디딸리 아쿠아 디 포지타노,Acqua di Positano Eau D'ltalie,"Citron, Petitgrain, Hedione, Orange Blossom, Orange, Salt, Driftwood","딱 뿌리면 진짜 새콤한 유자향이 확 나거든요. 그 유자가 찐 과즙 같은 느낌 막 유자 과즙이 이렇게 팍 튀는 그 모습이 연상될만큼 생과일 같다고 느꼈어요. 입에 침이 고일 정도로 새콤한 시트러스 향이랑 패티 그레인의 허보 향까지 더해져서 인공적이지 않은 분명한 신향이 오프닝을 열고요. 저한테는 그저 포카리 스웨트 향이었어요. 청량한데 뭔가 뿌옇고 물 향이랄까요. 그리고 솔티 노트가 있어서 푸른 지중해 바다가 연상되는 마린 바이브 솔티한 워터리 향조도 분명히 느껴지는데, 전반적으로 향이 굉장히 가볍고 깨끗하고 맑아서 시트러스는 마린 계열을 싫어하지 않는다면 크게 호보로 갈리지 않을 향이라고 생각을 했습니다."
아무데서나 못 사는 샤넬 향수✨️1957 레 젝스클루시프 드 샤넬,https://www.youtube.com/watch?v=9CL6KC-7eVw,샤넬 1957,1957 Eau de Parfum Chanel,"White Musk, Aldehydes, Bergamot, Pink Pepper, Coriander, White Musk, Orange Blossom, Jasmine, White Musk, Orris, Cashmeran, Honey, Cedar, Vanilla","프랑스의 우아함이랑 미국 감성이 섞인 듯한 향을 가지고 있습니다. 현대적이고 쉬운 편에 속하는 향으로, 샤넬 특유의 파우더리 향이 뭉근한 비누처럼 떠오릅니다. 부드럽게 청량 음료의 느낌이 나고, 핑크백 파랑 베르가모 쪽 번에 처음부터 약간 톡쏘는 느낌이 있습니다. 전체적으로 은은하고 깨끗한 화이트 머스크 향이 나며, 샤넬이 사랑하는 새하얀 진주처럼 정교하게 다듬어진 살 냄새입니다. 중성적인 향으로, 남녀 공용으로 사용할 수 있으며, 고급스러운 느낌이 특징입니다."
"여돌 향기 손민수하기🤭톰포드 로즈프릭/아쿠아디파르마 로사노빌레/불리1803 멕시크 튜베로즈 (ft.제니,티파니,나연) | 미지의세계 MIJI",https://www.youtube.com/watch?v=hiBQHhBZ6BE,TOM FORD Rose Prick,Rose Prick Tom Ford,"Sichuan Pepper, Turmeric, May Rose, Bulgarian Rose, Turkish Rose, Patchouli, Tonka Bean","첫향을 딱 뿌렸을 때는 되게 매웠어요. 스파이시한 향신료 냄새가 확 납니다. 장미향이라고 생각을 안 할 수도 있을 것 같아요. 장미향이 조금씩 올라오는데, '장미 딱 한 송이만 넣은 거 아닐까?'라는 생각을 했을 정도로, 장미향이 많이 느껴지진 않았어요. 장미향보다는, 패츌리향이 크게 느껴졌습니다. 특히 잔향으로 갈수록 달콤한 패츌리향이 극대화돼요. 이 씁쓸하고, 매캐하고, 톡 쏘는 꽃향기에 중독됩니다. 그래서 정말 존재감이 확실하고, 개성 있는 향수라는 생각이 들었어요."
